1	1	1	1	1	1	1.000000	-27.000000
1	1	1	1	1	2	1.000000	-18.000000
1	1	1	1	1	3	1.000000	-28.000000
1	1	1	2	1	1	1.000000	-18.000000
1	1	1	2	1	2	1.000000	-9.000000
1	1	1	2	1	3	1.000000	-19.000000
1	1	1	3	1	1	0.800000	-28.000000
1	1	1	3	1	2	0.800000	-19.000000
1	1	1	3	1	3	0.800000	-29.000000
1	2	1	1	1	1	1.000000	-18.000000
1	2	1	1	1	2	1.000000	-9.000000
1	2	1	1	1	3	1.000000	-19.000000
1	2	1	2	1	1	1.000000	-9.000000
1	2	1	2	1	2	1.000000	0.000000
1	2	1	2	1	3	1.000000	-10.000000
1	2	1	3	1	1	0.800000	-19.000000
1	2	1	3	1	2	0.800000	-10.000000
1	2	1	3	1	3	0.800000	-20.000000
1	3	1	1	1	1	0.800000	-28.000000
1	3	1	1	1	2	0.800000	-19.000000
1	3	1	1	1	3	0.800000	-29.000000
1	3	1	2	1	1	0.800000	-19.000000
1	3	1	2	1	2	0.800000	-10.000000
1	3	1	2	1	3	0.800000	-20.000000
1	3	1	3	1	1	0.640000	-29.000000
1	3	1	3	1	2	0.640000	-20.000000
1	3	1	3	1	3	0.640000	-30.000000
1	1	1	1	2	1	0.000000	-22.000000
1	1	1	1	2	2	0.000000	-13.000000
1	1	1	1	2	3	0.000000	-23.000000
1	1	1	2	2	1	0.000000	-13.000000
1	1	1	2	2	2	0.000000	-4.000000
1	1	1	2	2	3	0.000000	-14.000000
1	1	1	3	2	1	0.200000	-23.000000
1	1	1	3	2	2	0.200000	-14.000000
1	1	1	3	2	3	0.200000	-24.000000
1	2	1	1	2	1	0.000000	-13.000000
1	2	1	1	2	2	0.000000	-4.000000
1	2	1	1	2	3	0.000000	-14.000000
1	2	1	2	2	1	0.000000	-4.000000
1	2	1	2	2	2	0.000000	5.000000
1	2	1	2	2	3	0.000000	-5.000000
1	2	1	3	2	1	0.200000	-14.000000
1	2	1	3	2	2	0.200000	-5.000000
1	2	1	3	2	3	0.200000	-15.000000
1	3	1	1	2	1	0.000000	-23.000000
1	3	1	1	2	2	0.000000	-14.000000
1	3	1	1	2	3	0.000000	-24.000000
1	3	1	2	2	1	0.000000	-14.000000
1	3	1	2	2	2	0.000000	-5.000000
1	3	1	2	2	3	0.000000	-15.000000
1	3	1	3	2	1	0.160000	-24.000000
1	3	1	3	2	2	0.160000	-15.000000
1	3	1	3	2	3	0.160000	-25.000000
1	1	1	1	3	1	0.000000	-15.000000
1	1	1	1	3	2	0.000000	-7.000000
1	1	1	1	3	3	0.000000	-17.000000
1	1	1	2	3	1	0.000000	-6.000000
1	1	1	2	3	2	0.000000	2.000000
1	1	1	2	3	3	0.000000	-8.000000
1	1	1	3	3	1	0.000000	-16.000000
1	1	1	3	3	2	0.000000	-8.000000
1	1	1	3	3	3	0.000000	-18.000000
1	2	1	1	3	1	0.000000	-6.000000
1	2	1	1	3	2	0.000000	2.000000
1	2	1	1	3	3	0.000000	-8.000000
1	2	1	2	3	1	0.000000	3.000000
1	2	1	2	3	2	0.000000	11.000000
1	2	1	2	3	3	0.000000	1.000000
1	2	1	3	3	1	0.000000	-7.000000
1	2	1	3	3	2	0.000000	1.000000
1	2	1	3	3	3	0.000000	-9.000000
1	3	1	1	3	1	0.000000	-16.000000
1	3	1	1	3	2	0.000000	-8.000000
1	3	1	1	3	3	0.000000	-18.000000
1	3	1	2	3	1	0.000000	-7.000000
1	3	1	2	3	2	0.000000	1.000000
1	3	1	2	3	3	0.000000	-9.000000
1	3	1	3	3	1	0.000000	-17.000000
1	3	1	3	3	2	0.000000	-9.000000
1	3	1	3	3	3	0.000000	-19.000000
1	1	1	1	4	1	0.000000	-9.000000
1	1	1	1	4	2	0.000000	-3.000000
1	1	1	1	4	3	0.000000	-13.000000
1	1	1	2	4	1	0.000000	0.000000
1	1	1	2	4	2	0.000000	6.000000
1	1	1	2	4	3	0.000000	-4.000000
1	1	1	3	4	1	0.000000	-10.000000
1	1	1	3	4	2	0.000000	-4.000000
1	1	1	3	4	3	0.000000	-14.000000
1	2	1	1	4	1	0.000000	0.000000
1	2	1	1	4	2	0.000000	6.000000
1	2	1	1	4	3	0.000000	-4.000000
1	2	1	2	4	1	0.000000	9.000000
1	2	1	2	4	2	0.000000	15.000000
1	2	1	2	4	3	0.000000	5.000000
1	2	1	3	4	1	0.000000	-1.000000
1	2	1	3	4	2	0.000000	5.000000
1	2	1	3	4	3	0.000000	-5.000000
1	3	1	1	4	1	0.000000	-10.000000
1	3	1	1	4	2	0.000000	-4.000000
1	3	1	1	4	3	0.000000	-14.000000
1	3	1	2	4	1	0.000000	-1.000000
1	3	1	2	4	2	0.000000	5.000000
1	3	1	2	4	3	0.000000	-5.000000
1	3	1	3	4	1	0.000000	-11.000000
1	3	1	3	4	2	0.000000	-5.000000
1	3	1	3	4	3	0.000000	-15.000000
1	1	2	1	1	1	0.000000	-22.000000
1	1	2	1	1	2	0.000000	-13.000000
1	1	2	1	1	3	0.000000	-23.000000
1	1	2	2	1	1	0.000000	-13.000000
1	1	2	2	1	2	0.000000	-4.000000
1	1	2	2	1	3	0.000000	-14.000000
1	1	2	3	1	1	0.000000	-23.000000
1	1	2	3	1	2	0.000000	-14.000000
1	1	2	3	1	3	0.000000	-24.000000
1	2	2	1	1	1	0.000000	-13.000000
1	2	2	1	1	2	0.000000	-4.000000
1	2	2	1	1	3	0.000000	-14.000000
1	2	2	2	1	1	0.000000	-4.000000
1	2	2	2	1	2	0.000000	5.000000
1	2	2	2	1	3	0.000000	-5.000000
1	2	2	3	1	1	0.000000	-14.000000
1	2	2	3	1	2	0.000000	-5.000000
1	2	2	3	1	3	0.000000	-15.000000
1	3	2	1	1	1	0.140000	-23.000000
1	3	2	1	1	2	0.140000	-14.000000
1	3	2	1	1	3	0.140000	-24.000000
1	3	2	2	1	1	0.200000	-14.000000
1	3	2	2	1	2	0.200000	-5.000000
1	3	2	2	1	3	0.200000	-15.000000
1	3	2	3	1	1	0.000000	-24.000000
1	3	2	3	1	2	0.000000	-15.000000
1	3	2	3	1	3	0.000000	-25.000000
1	1	2	1	2	1	0.000000	-17.000000
1	1	2	1	2	2	0.000000	-8.000000
1	1	2	1	2	3	0.000000	-18.000000
1	1	2	2	2	1	0.000000	-8.000000
1	1	2	2	2	2	0.000000	1.000000
1	1	2	2	2	3	0.000000	-9.000000
1	1	2	3	2	1	0.000000	-18.000000
1	1	2	3	2	2	0.000000	-9.000000
1	1	2	3	2	3	0.000000	-19.000000
1	2	2	1	2	1	0.000000	-8.000000
1	2	2	1	2	2	0.000000	1.000000
1	2	2	1	2	3	0.000000	-9.000000
1	2	2	2	2	1	0.000000	1.000000
1	2	2	2	2	2	0.000000	10.000000
1	2	2	2	2	3	0.000000	0.000000
1	2	2	3	2	1	0.000000	-9.000000
1	2	2	3	2	2	0.000000	0.000000
1	2	2	3	2	3	0.000000	-10.000000
1	3	2	1	2	1	0.060000	-18.000000
1	3	2	1	2	2	0.060000	-9.000000
1	3	2	1	2	3	0.060000	-19.000000
1	3	2	2	2	1	0.000000	-9.000000
1	3	2	2	2	2	0.000000	0.000000
1	3	2	2	2	3	0.000000	-10.000000
1	3	2	3	2	1	0.120000	-19.000000
1	3	2	3	2	2	0.120000	-10.000000
1	3	2	3	2	3	0.120000	-20.000000
1	1	2	1	3	1	0.000000	-10.000000
1	1	2	1	3	2	0.000000	-2.000000
1	1	2	1	3	3	0.000000	-12.000000
1	1	2	2	3	1	0.000000	-1.000000
1	1	2	2	3	2	0.000000	7.000000
1	1	2	2	3	3	0.000000	-3.000000
1	1	2	3	3	1	0.000000	-11.000000
1	1	2	3	3	2	0.000000	-3.000000
1	1	2	3	3	3	0.000000	-13.000000
1	2	2	1	3	1	0.000000	-1.000000
1	2	2	1	3	2	0.000000	7.000000
1	2	2	1	3	3	0.000000	-3.000000
1	2	2	2	3	1	0.000000	8.000000
1	2	2	2	3	2	0.000000	16.000000
1	2	2	2	3	3	0.000000	6.000000
1	2	2	3	3	1	0.000000	-2.000000
1	2	2	3	3	2	0.000000	6.000000
1	2	2	3	3	3	0.000000	-4.000000
1	3	2	1	3	1	0.000000	-11.000000
1	3	2	1	3	2	0.000000	-3.000000
1	3	2	1	3	3	0.000000	-13.000000
1	3	2	2	3	1	0.000000	-2.000000
